title,cluster_number
woodstream  reviewing strategic plan,0
u.s. first time jobless claims rose in week,0
american information technologies  payout,0
intelligent systems master lp  in payout,0
bell atlantic corp  sets qtly dividend,0
arab monetary fund lends iraq 71.7 mln dlrs,2
opec differentials not seen posing major problems,0
ryland group inc  in payout,0
ipco corp  in payout,0
saxon oil  sets reduction in stock,0
new zealand budget forecast seen as positive,0
sets quarterly,0
general instrument corp  1st qtr may 31,1
aca joe  accountant to qualify report,0
cytogen  holders approve preferred stock,0
multi-local media  initial offer starts,0
cominco  plans canadian stock issue,0
inter-regional  unit to redeem notes,3
environmental power  to offer shares,0
bsd medical  sells securities privately,0
american biomaterials  in rights offer,0
"lincoln telecommunications raises dividend, votes",0
two-for-one split,0
"dutch butter consumption up, margarine lower",0
mr. rooter  rescinds united western pact,0
computer depot said it will cease operations,0
"lincoln telecom  votes increase, split",0
c.r.i. insured mortgage investments  payout,0
indonesia rejects world bank farm reform ideas,0
gillette says revlon asked its board to consent to 40.50,0
dlrs per share offer,0
liberty financial says it agrees to be acquired by,0
equimark for 48 dlrs per share,0
price co 3rd qtr shr 30 cts vs 24 cts,1
price co  3rd qtr june seven net,1
firstcorp inc  sets quarterly,0
medchem products inc  3rd qtr net,1
cedar fair lp  sets initial dividend,0
computer depot  to cease operations,0
westcoast  to acquire agip properties,0
great western  offers 2.5 mln common shares,2
hog and cattle slaughter guesstimates,0
lomas and nettleton  to make acquisition,0
shell canada raises crude oil posting 32 canadian cts/bbl,0
no french export requests for ec cereal tender,0
bp canada  proceeding with project,0
liberty financial announces merger with equimark,0
ge  gets 250 mln dlr engine order,2
gillette  gets offer from revlon,0
brazilian union proposes general strike,0
brazil union proposes general strike for july 15,0
becor western  talks to fourth bidder,0
"u.s. personal income rose 0.2 pct in may, spending up 0.1",0
pct,0
u.s. personal income rose 0.2 pct in may,0
bell and howell says it sees earnings per share growth of,0
12-15 pct through 1990,0
s. and w. berisford wants to stay independent,0
fed's seger says foreign exchange markets showing signs,0
of stability,0
fed's seger says u.s. economic recovery shows weakness,0
fed's seger says u.s. thrift industry needs stable,0
interest rates,0
canada panel rejects hydro quebec bid for 3 billion dlr,0
new england power sale,0
u.k. data depress rate cut outlook - analysts,0
canada panel rejects hydro quebec bid for 3 billion dlr,0
new england power sale,0
fed governor seger sees currency stability,0
gm laying off 850 hourly workers to cut output at,0
janesville and lordstown plants,0
indonesia/turkey eligible for cattle under eep,0
coupon fixed as indicated on wacoal warrant bond,0
imperial oil raises crude oil postings 32 canadian,0
"cts/bbl, light sweet now 25.60",0
bell and howell  sees earnings growth,0
phillips raises crude oil posted prices 50 cts/bbl,0
"effective yesterday, wti now 19 dlrs.",0
donors pledge 3.15 billion dlrs indonesian aid,0
usair  says dot public counsel backs merger,0
n.y. fed president urges bank reform,0
systems/computer  in settlement,0
federated department  unit cutting staff,3
freedom federal  seeks buyer,0
conseco  emerges from bankruptcy,0
arco  spin-off seen at 500 mln dlrs,2
shell canada  raises crude 32 cts canadian,0
"icco buffer stock manager buys 2,000 tonnes - official",0
energy conversion  in superconductivity,0
union pacific raises crude oil postings 50 cts,0
"a bbl, effective yesterday, wti to 19 dlrs.",0
united jersey banks inc  sets quarterly,0
western federal savings bank  sets payout,0
cftc's davis urges caution on off-exchange issue,0
olsten corp  makes exchange offer for stock,0
gm  laying off 850 workers at two plants,0
imperial oil  raises crude 32 canadian cts,0
tultex corp  2nd qtr may 30 net,1
dutch consumers/industry see veg oils tax threat,0
diamond shamrock raises crude oil posted prices 50 cts,0
"a bbl, effective yesterday, wti to 19 dlrs.",0
nabisco brands ltd  names new ceo,0
poco petroleums ltd  2nd qtr net,1
"coastal raises crude oil postings 50 cts/bbl yesterday,",0
wti to 19 dlrs,0
"southland corp raised crude oil postings 50 cts/bbl, wti",0
now 19 dlrs/bbl,0
"murphy raises crude oil postings 50 cts a bbl yesterday,",0
wti to 19 dlrs,0
permian raises crude oil postings 50 cts,0
" a bbl, wti to 19 dlrs",0
robert bruce industries  1st qtr loss,1
hachette sees sharp profit increase in 1987,0
vms hotel  increases loan to hotel,0
world bank issues 100 mln ecu eurobond,2
france videotex service in pact with u.s. unit,3
evergood products corp  1986 year loss,0
global yield fund  reviews dividend policy,0
wells-gardner  awarded contract,0
(instant medical) opens health test booths,0
u.s. says it won't yield in journalist's kidnapping,0
calstar inc  year april 30 net,0
microdyne corp  2nd qtr may three net,1
commonwealth  president resigns,0
major video corp  year april 30 net,0
"quixote  unit, battelle form agreement",3
getty petroleum corp  sets qtly div,0
fed expected to add reserves,0
met-coil systems corp  sets reg div,0
sykes datatronics  sells debentures,0
tektronix  paper downgraded by s/p,0
southland  unit raises crude 50 cts/bbl,3
microelectronics to restructure program,0
hollinger  completes unimedia takeover,0
"bonn should speed up tax reform, institute says",0
a.g. edwards inc  1st qtr may 31 net,1
board rejects hydro-quebec sales to new england,0
donors pledge 3.15 billion dlrs indonesian aid,0
cftc's davis urges caution on off-exchange issue,0
murphy oil  raises crude postings,0
gm's chevrolet and oldsmobile units extending marketing,0
incentives through summer,0
phillips petroleum  raises crude postings,0
mobil  has north sea natural gas find,0
met-coil systems corp  sets payout,0
sec takes steps to allow multiple trading on,0
exchange-listed options,0
imf loans uganda 92.1 mln dlrs,2
petro-canada raises crude postings 32 cts canadian/bbl.,0
sweet crude at 25.60 dlrs canadian/bbl.,0
ec commission defends oils and fats tax,0
fecsa to meet debt negotiating committee tuesday,0
union pacific  raises crude oil prices,0
"marathon raises crude oil postings 50 cts/bbl, wti now",0
19.00 dlrs.,0
vaalian balance of payments in deficit in may,0
italian net official reserves fall in may,0
fed says it sets two billion dlrs of customer repurchase,0
agreements,0
becor western again adjourns holder meeting,0
steel firms study usx  unit price hike,3
italian balance of payments in deficit in may,0
coastal  crude posting up 50 cts/bbl,0
nrm energy co lp  sets payout,0
insilco corp  sets payout,0
nucor corp  sets payout,0
phelps dodge  may be upgraded by moody's,0
rjr nabisco  personnel changes at units,0
gulf canada  holders approve plan,0
european parliament threatens to block ec budget,0
crane  debt upgraded by moody's,0
fed adds reserves via customer repurchases,0
omi  plans to reduce debt to 30 mln dlrs,2
national intergroup  unit raises crude prices,3
primerica  lists on london exchange,0
ogden corp  sets sale of debentures,0
u.s. steel firms study usx unit price hike,3
standard commercial  4th qtr net,1
u.k. capital expenditure rises in 1st qtr 1987,1
security pacific says sec declares effective its 1.2,0
billion dlr shelf,0
storage technology corp says court approves emergence from,0
chapter 11,0
petro-canada crude up 32 cts canadian/bbl,0
u.k. court rules against rtz on oil field costs,0
sec acts on exchange-listed options trading,0
"indonesian debt service ratio peaks, minister says",0
security pacific  unit's shelf effective,3
southmark  acquires berg ventures,0
gm  units extend incentives,0
"growth of palm oil use set to slow, output to rise",0
pan-alberta/united gas settlement approved,0
may  won't buy allied's dey brothers stores,0
valero natural gas  sets initial payout,0
duff/phelps lowers transco energy  and unit,3
storage  says court clears reorganization,0
marine midland  affirmed by s/p,0
quaker oats  cannot account for decline,0
"unocal raised crude oil postings 50 cts/bbl, wti now 19",0
dlrs/bbl,0
cuts warrant exercise price,0
french farmers worried by failure of ec talks,0
"zenith , squibb  in supply talks",0
baxter  sets briefing for new product,0
holder  reorganization plan approved,0
unocal  raised crude oil postings by 50 cts/bbl,0
woolworth  announces sales strategy,0
world bank loans mexico 400 mln dlrs,2
ecuador has trade surplus in first four months,0
1988 u.s. budget plan cleared by key congressional,0
committee,0
republic bank  debt affirmed by s/p,0
ensource  sells convertible preferred,0
pan am  receives airbus aircraft,0
par  to compete with lilly's  keflex,0
1988 u.s. budget cleared by committee,0
acton  sets one for five reverse split,0
"first wisconsin adds loan losses, see 2nd qtr loss of",1
2.80 dlrs a[b share,0
reichhold  raises waferboard resin prices,0
"enzon , kodak  to begin drug test",0
bank nf new england  sets loss provision,0
diamond shamrock  raises crude postings,0
xerox  affiliate to sell s.african unit,3
state street boston corp  lifts div,0
files for initial offering,0
doskocil  repurchases shares,0
scudder new asia fund initial offering starts,0
monolithic memories inc  3rd qtr net,1
doskocil  buys back five pct of stock,0
peoples savings bank  raises payout,0
bankamerica's  cooper joins isfa,0
ask  receives settlement,0
monsanto  says nutrasweet poses no ills,0
air products and chemicals inc  ups payout,0
salomon inc  saw reduction in revenues,0
"dupont unit raises crude oil postings 50 cts/bbl,",3
effective yesterday,0
general automation  sets pact with irs,0
hydro optics  chairman resigns,0
mcdonnell douglas  gets air force contract,0
applied solar energy corp  2nd qtr net,1
sanford corp  2nd qtr may 31 net,1
convergent solutions inc  2nd qtr net,1
bell south  unit gets digital customers,3
1st qtr loss,1
j.p. stevens and co inc  sets quarterly,0
first wisconsin  adds loan losses,0
european community criticises u.s trade measures,0
"commitments to new argentine loan reach 91 pct, close to",0
"""critical mass,"" citibank says",0
merchantsbank  gets dividend distribution,0
"ferro  sees strong 2nd qtr, six months",1
california energy  in geothermal find,0
dupont unit raises crude oil postings,3
lm ericsson  unit introducing product,3
allegheny international  sells three units,0
commitments to new argentine loan reach 91 pct,0
pacific first  chairman resigns,0
braintree savings bank  sets payout,0
commerce clearing house inc  dividend,0
amvestors overallotment option exercised,0
scott and stringfellow financial  payout,0
zambian copper industry hopes for steady output,0
excel industries inc  dividend set,0
rio de janeiro dockers strike over wages,0
fluor  wins general electric  contract,0
"shawmut  repurchases 400,000 shares",0
little prince  settles suit,0
cont'l illinois  cannot explain stock move,0
gencorp said agreement to sell rko pictures terminated,0
kelley oil  buying oil properties,0
"tanzania raises fuel prices,taxes in 1987/8 budget",0
